0,104.2
2,104.2
4,104.2
6,104.60000000000001
8,104.60000000000001
10,104.2
12,105.4
14,105.0
16,105.4
18,105.5
20,105.4
22,107.2
24,104.80000000000001
26,107.2
28,138.0
30,138.0
32,137.70000000000002
34,138.1
36,138.8
38,137.9
40,137.9
42,137.9
44,137.9
46,137.70000000000002
48,138.1
50,137.4
52,88.30000000000001
54,138.5
56,86.4
58,40.0
60,40.0
62,38.300000000000004
64,54.2
66,56.300000000000004
68,55.400000000000006
70,55.5
72,55.0
74,56.300000000000004
76,54.400000000000006
78,54.2
80,54.6
82,54.2
84,54.7
86,53.6
88,54.0
90,54.400000000000006
92,54.6
94,53.800000000000004
96,53.800000000000004
98,53.5
100,54.6
102,54.0
104,54.6
106,55.1
108,55.1
110,55.1
112,55.1
114,55.1
116,55.1
118,55.1
120,83.5
122,83.5
124,83.5
126,83.5
128,83.5
130,83.5
132,89.9
134,87.10000000000001
136,117.7
138,117.7
140,117.7
142,117.7
144,117.7
146,117.7
148,117.7
150,117.7
152,117.7
154,117.7
156,66.2
158,62.400000000000006
160,60.7
162,61.7
164,59.800000000000004
166,62.6
168,62.6
170,64.4
172,64.4
174,64.4
176,62.5
178,58.800000000000004
180,58.1
182,58.1
184,60.900000000000006
186,61.7
188,90.30000000000001
190,57.0
192,54.400000000000006
194,54.6
196,54.2
198,55.900000000000006
200,55.7
202,55.400000000000006
204,55.400000000000006
206,55.900000000000006
208,54.7
210,53.400000000000006
212,53.6
214,54.0
216,54.6
218,54.400000000000006
220,53.7
222,55.300000000000004
224,56.1
226,56.2
228,56.2
230,56.2
232,56.2
234,56.2
236,56.2
238,56.2
240,56.2
242,56.2
244,88.30000000000001
246,86.9
248,87.0
250,86.4
252,86.4
254,86.2
256,86.9
258,86.5
260,86.4
262,86.30000000000001
264,86.5
266,85.7
268,85.9
270,85.5
272,85.5
274,84.9
276,85.0
278,85.30000000000001
280,84.80000000000001
282,84.80000000000001
284,84.80000000000001
286,84.7
288,84.9
290,84.9
292,84.9
294,85.4
296,85.7
298,85.30000000000001
300,85.7
302,85.30000000000001
304,85.7
306,85.7
308,86.4
310,87.10000000000001
312,86.4
314,91.10000000000001
316,92.10000000000001
318,93.30000000000001
320,97.2
322,134.1
324,134.1
326,133.6
328,133.5
330,108.2
332,109.80000000000001
334,108.0
336,108.30000000000001
338,106.80000000000001
340,107.0
342,106.60000000000001
344,106.60000000000001
346,106.0
348,105.4
350,105.80000000000001
352,105.80000000000001
354,105.4
356,104.5
358,105.4
